um,uV/mW
0.0,0.000509405183496
0.61,-0.00592225722068
1.22,-0.00864801910728
1.83,-0.00195581222433
2.44,-0.00322487594413
3.05,-0.00541852787862
3.66,-0.00572677462105
4.27,-0.00357599409541
4.88,-0.00400953197551
5.49,-0.00233727302382
6.1,-0.00173829116704
6.71,0.00178087991635
7.32,3.55589202169e-05
7.93,-0.000373071685525
8.54,0.00217094186855
9.15,0.000387127812102
9.76,0.00097856200999
10.37,-0.00102111509089
10.98,0.00369662422503
11.59,0.0056858848503
12.2,0.00501006711966
12.81,0.00337343241173
13.42,0.0047845423656
14.03,0.00316753157067
14.64,0.00510320381784
15.25,-0.00199793593036
15.86,-0.00288131428063
16.47,0.00140922754184
17.08,0.00175385329385
17.69,-0.00081114345828
18.3,-0.000230275982852
18.91,-0.00221485776594
19.52,-0.000804502577925
20.13,0.00196518597714
20.74,-0.000738687698658
21.349999999999998,-0.00361993135851
21.96,-0.00342248495496
22.57,-0.00575501381312
23.18,-0.00876381290829
23.79,-0.00762139961107
24.4,-0.0068050451781
25.009999999999998,-0.00292660553132
25.62,-0.00245517910987
26.23,0.000517541469477
26.84,0.000341378757705
27.45,0.00145737524881
28.06,0.00113931654981
28.669999999999998,0.00600348044832
29.28,0.00404078687603
29.89,0.00391821254242
30.5,0.00844952468362
31.11,0.00390402223738
31.72,0.00477547458028
32.33,0.00132589220562
32.94,-0.00226709568805
33.55,-0.00210285898365
34.16,0.00178765691737
34.769999999999996,0.00183716920656
35.38,-0.00238076484364
35.99,-0.000241305806331
36.6,0.000790911671037
37.21,0.000208684910698
37.82,-0.00107622889279
38.43,0.001107761332
39.04,0.00301248817766
39.65,0.000264083314371
40.26,0.00107741868377
40.87,0.000339710150189
41.48,-0.00306760533465
42.089999999999996,-0.000346976562415
42.699999999999996,0.000335029542214
43.31,-0.000292483171498
43.92,0.000424242164051
44.53,0.00291617687176
45.14,0.00526017746514
45.75,0.00826535297774
46.36,0.00649587947316
46.97,0.00642462922003
47.58,0.0110200964619
48.19,0.00946195740638
48.8,0.00508854158293
49.41,0.00625812645219
50.019999999999996,0.00460111306516
50.629999999999995,0.00652093522861
51.24,-0.000134892644779
51.85,-0.00188700653388
52.46,-0.000348341144642
53.07,-0.00217442209092
53.68,-0.00272268438624
54.29,-0.00450272461322
54.9,-0.00162284023832
55.51,-0.00029022593692
56.12,-0.000581113063902
56.73,0.000496390366837
57.339999999999996,-0.00104212477553
57.949999999999996,0.000978836017114
58.56,0.00324434095797
59.17,0.00282287933211
59.78,0.00151079395659
60.39,-0.000848151707703
61.0,0.000769764099946
61.61,0.000230558995304
62.22,-0.00172760598163
62.83,-0.00336424068966
63.44,-0.00255090532029
64.05,-0.00178889403132
64.66,-0.00495242013385
65.27,-0.00387567146899
65.88,-0.00298157614942
66.49,-0.00136818893715
67.1,-0.00173379788718
67.71,0.000498497354588
68.32,0.00195111943238
68.92999999999999,0.00348223716272
69.53999999999999,0.00465484109554
70.14999999999999,0.00149735312016
70.76,0.00769443357955
71.37,0.00330592243831
71.98,0.00190854851727
72.59,-0.000576443050565
73.2,-0.0031263444849
73.81,-0.00881758155143
74.42,-0.0107251772139
75.03,-0.00592592318179
75.64,-0.00869017812882
76.25,-0.0110951645124
