um,uV/mW
-4.7250000000000005,0.042958953948
-4.050000000000001,0.0450887798002
-3.375,0.0480452875797
-2.7,0.0493972994017
-2.0250000000000004,0.0543125953933
-1.35,0.0700928538584
-0.675,0.0612640537675
0.0,0.0304324829703
0.675,0.0254194511843
1.35,0.0295243545476
2.0250000000000004,0.029223002515
2.7,0.0292555811131
3.375,0.0277610379243
4.050000000000001,0.0260262275743
4.7250000000000005,0.0238678954488
5.4,0.0228009463603
6.075,0.0206914821319
6.75,0.0210498467113
7.425000000000001,0.0216484784517
8.100000000000001,0.0176738894809
8.775,0.0119929964335
9.450000000000001,0.00648314102618
10.125,0.00434109819969
10.8,0.00332301700839
11.475000000000001,0.00262664947355
12.15,0.0025737092516
12.825000000000001,0.00375061110874
13.5,0.00330672770933
14.175,0.00535103474146
14.850000000000001,0.00695145837418
15.525,0.00669490191397
16.200000000000003,0.00753787314036
16.875,0.00561573585119
17.55,0.0047727646248
18.225,0.00667454029014
18.900000000000002,0.004960091564
19.575000000000003,-0.00754601778989
20.25,-0.038015151683
20.925,-0.0691725084615
21.6,-0.0659146486493
